nctid,"search_query","facility",state,city,zip,latitude,longitude
NCT02465775,"Coleman Center for Cosmetic Dermatologic Surgery, Metairie, Louisiana 70006",Coleman Center for Cosmetic Dermatologic Surgery,Louisiana,Metairie,70006,,
NCT02488083,"Coleman Center for Cosmetic Dermatologic Surgery, Metairie, Louisiana 70006",Coleman Center for Cosmetic Dermatologic Surgery,Louisiana,Metairie,70006,,
NCT02143960,"Coleman Center for Cosmetic Dermatologic Surgery, Metairie, Louisiana 70006","Coleman Center for Cosmetic Dermatologic Surgery",Louisiana,Metairie,70006,,
NCT00836342,"Clinical Unit for Research Trials in Skin - MGH, Boston, Massachusetts 02114",Clinical Unit for Research Trials in Skin - MGH,Massachusetts,Boston,02114,,
NCT01347879,"Clinical Trials of Texas, San Antonio, Texas 78229","Clinical Trials of Texas",Texas,San Antonio,78229,,
NCT05372419,"Clinical Trial Network, Houston, Texas 77074",Clinical Trial Network,Texas,Houston,77074,,
NCT02145364,"Clinical Testing of Beverly Hills, Beverly Hills, California 90210",Clinical Testing of Beverly Hills,California,Beverly Hills,90210,,
NCT05372419,"Clinical Science Institute, Santa Monica, California 90404",Clinical Science Institute,California,Santa Monica,90404,,
NCT01347879,"Clinical Partners LLC, Johnston, Rhode Island 02919",Clinical Partners LLC,Rhode Island,Johnston,02919,,
NCT06616311,"Cleveland Clinic, Cleveland, Ohio 44195","Cleveland Clinic",Ohio,Cleveland,44195,,
NCT01016964,"Cleveland Clinic Foundation - Department of Dermatology, Cleveland, Ohio 44195",Cleveland Clinic Foundation - Department of Dermatology,Ohio,Cleveland,44195,,
NCT02217228,"Clear Dermatology & Aesthetics Center, Scottsdale, Arizona 85255","Clear Dermatology & Aesthetics Center",Arizona,Scottsdale,85255,,
NCT02217228,"Clarkston Skin Research, Clarkston, Michigan 48346",Clarkston Skin Research,Michigan,Clarkston,48346,,
NCT00933543,"Children's Specialists of San Diego / Rady Children's Hospital San Diego, San Diego, California 92123",Children's Specialists of San Diego / Rady Children's Hospital San Diego,California,San Diego,92123,,
NCT00027976,"Chao Family Comprehensive Cancer Center at University of California Irvine Cancer Center, Irvine, California 92697","Chao Family Comprehensive Cancer Center at University of California Irvine Cancer Center",California,Irvine,92697,,
NCT05590585,"Century Research LLC, Miami, Florida 33173",Century Research LLC,Florida,Miami,33173,,
NCT00594425,"Central Sooner Research, Norman, Oklahoma 73069",Central Sooner Research,Oklahoma,Norman,73069,,
NCT01113606,"Center for Plastic and Reconstructive Surgery, Ypsilanti, Michigan 48197",Center for Plastic and Reconstructive Surgery,Michigan,Ypsilanti,48197,,
NCT06157567,"Center for Morden Aesthetic Medicine, Jacksonville, Florida 32207","Center for Morden Aesthetic Medicine",Florida,Jacksonville,32207,,
NCT06202274,"Center for Morden Aesthetic Medicine, Jacksonville, Florida 32207",Center for Morden Aesthetic Medicine,Florida,Jacksonville,32207,,
NCT06064071,"Center for Excellence in Eye Care, Miami, Florida 33176",Center for Excellence in Eye Care,Florida,Miami,33176,,
NCT05372419,"Center For Dermatology Clinical Research, Inc., Fremont, California 94538","Center For Dermatology Clinical Research, Inc.",California,Fremont,94538,,
NCT05590585,"Center for Dermatology Clinical Research, inc., Fremont, California 94538","Center for Dermatology Clinical Research, inc.",California,Fremont,94538,,
NCT04695691,"Center for Dermatology Clinical Research, Inc, Fremont, California 94538","Center for Dermatology Clinical Research, Inc",California,Fremont,94538,,
NCT05097157,"Center for Dermatology and Laser Surgery, Sacramento, California 95819",Center for Dermatology and Laser Surgery,California,Sacramento,95819,,
NCT03424148,"Center for Dermatology and Laser Surgery, Sacramento, California 95819",Center for Dermatology and Laser Surgery,California,Sacramento,95819,,
NCT00891774,"Center for Dermatology and Dermatologic Surgery, Washington D.C., District of Columbia 20037",Center for Dermatology and Dermatologic Surgery,District of Columbia,Washington D.C.,20037,,
NCT02217228,"Center for Dermatology & Laser Surgery, Sacramento, California 95819","Center for Dermatology & Laser Surgery",California,Sacramento,95819,,
NCT05590585,"Center for Clinical Studies, LTD.LLP, Houston, Texas 77004","Center for Clinical Studies, LTD.LLP",Texas,Houston,77004,,
NCT05279495,"Center for Clinical and Cosmetic Research, Aventura, Florida 33180",Center for Clinical and Cosmetic Research,Florida,Aventura,33180,,
NCT07041489,"Center for Clinical and Cosmetic Research, Aventura, Florida 33180",Center for Clinical and Cosmetic Research,Florida,Aventura,33180,,
NCT01967277,"Center for Aesthetic Dermatology, Woodbury, New York 11797",Center for Aesthetic Dermatology,New York,Woodbury,11797,,
NCT03432195,"Celerion, Tempe, Arizona 85283","Celerion",Arizona,Tempe,85283,,
NCT02968719,"Celerion, Phoenix, Arizona 85283",Celerion,Arizona,Phoenix,85283,,
NCT03259958,"Celerion Inc., Phoenix, Arizona 85283",Celerion Inc.,Arizona,Phoenix,85283,,
NCT03397862,"Celerion Inc., Phoenix, Arizona 85283",Celerion Inc.,Arizona,Phoenix,85283,,
NCT03397862,"Celerion Inc., Lincoln, Nebraska 68502",Celerion Inc.,Nebraska,Lincoln,68502,,
NCT00103246,"Case Medical Center, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Cleveland, Ohio 44106-5065","Case Medical Center, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center",Ohio,Cleveland,44106-5065,,
NCT05487547,"Carolina Eye Doctors, Harrisburg, North Carolina 28075",Carolina Eye Doctors,North Carolina,Harrisburg,28075,,
NCT04245696,"Candela Institute of Excellence, Marlborough, Massachusetts 01752",Candela Institute of Excellence,Massachusetts,Marlborough,01752,,
NCT06064071,"Candela Institute of Excellence, Marlborough, Massachusetts 01752",Candela Institute of Excellence,Massachusetts,Marlborough,01752,,
NCT06640998,"Candela Institute for Excellence, Marlborough, Massachusetts 01752","Candela Institute for Excellence",Massachusetts,Marlborough,01752,,
NCT04203745,"Candela Institute for Excellence, Marlborough, Massachusetts 01752",Candela Institute for Excellence,Massachusetts,Marlborough,01752,,
NCT06157567,"Candela Institue for Excellence, Marlborough, Massachusetts 01752",Candela Institue for Excellence,Massachusetts,Marlborough,01752,,
NCT06202274,"Candela Institue for Excellence, Marlborough, Massachusetts 01752",Candela Institue for Excellence,Massachusetts,Marlborough,01752,,
NCT05590585,"Callender Dermatology and Cosmetic Center, Glenn Dale, Maryland 20769",Callender Dermatology and Cosmetic Center,Maryland,Glenn Dale,20769,,
NCT00891774,"Callender Center for Clinical Research, Mitchellville, Maryland 20721",Callender Center for Clinical Research,Maryland,Mitchellville,20721,,
NCT04029545,"California Dermatology & Clinical Research Institute, Encinitas, California 92024",California Dermatology & Clinical Research Institute,California,Encinitas,92024,,
NCT05590585,"C2 Research Center, LLC, Montgomery, Alabama 36117","C2 Research Center, LLC",Alabama,Montgomery,36117,,
NCT01438047,"BWH, Boston, Massachusetts 02115",BWH,Massachusetts,Boston,02115,,
NCT02067260,"Burke Pharmaceutical Research, Hot Springs, Arkansas 71913",Burke Pharmaceutical Research,Arkansas,Hot Springs,71913,,
NCT05423873,"Brian S. Biesman, M.D., Nashville, Tennessee 37203","Brian S. Biesman, M.D.",Tennessee,Nashville,37203,,
NCT01113606,"Brevard Plastic Surgery and Skin Institute, Melbourne, Florida 32901",Brevard Plastic Surgery and Skin Institute,Florida,Melbourne,32901,,
NCT05877833,"Brennal Pierre, Milford, Connecticut 06460",Brennal Pierre,Connecticut,Milford,06460,,
NCT03395678,"Boston Medical Center, Boston, Massachusetts 02118",Boston Medical Center,Massachusetts,Boston,02118,,
NCT01113606,"Body Aesthetic Plastic Surgery, St Louis, Missouri 63141",Body Aesthetic Plastic Surgery,Missouri,St Louis,63141,,
NCT01967277,"Bodian Dermatology, Great Neck, New York 11021",Bodian Dermatology,New York,Great Neck,11021,,
NCT04695691,"Blackhawk Plastic Surgery, Danville, California 94506",Blackhawk Plastic Surgery,California,Danville,94506,,
NCT04450589,"Biometrix, San Francisco, California 94127","Biometrix",California,San Francisco,94127,,
NCT04450602,"Biometrix, San Francisco, California 94127",Biometrix,California,San Francisco,94127,,
NCT03301870,"Bio-Kinetic Clinical Applications, LLC, Springfield, Missouri 65802","Bio-Kinetic Clinical Applications, LLC",Missouri,Springfield,65802,,
NCT03375957,"Bio-Kinetic Clinical Applications, LLC, Springfield, Missouri 65802","Bio-Kinetic Clinical Applications, LLC",Missouri,Springfield,65802,,
NCT01801826,"Beverly Hills International Center for Aesthetic Surgery, Beverly Hills, California 90211","Beverly Hills International Center for Aesthetic Surgery",California,Beverly Hills,90211,,
NCT04910945,"Berman Skin Institute, Los Altos, California 94022",Berman Skin Institute,California,Los Altos,94022,,
NCT02174393,"Bergen Dermatology, Englewood Cliffs, New Jersey 07632",Bergen Dermatology,New Jersey,Englewood Cliffs,07632,,
NCT06477172,"BelleSante, Scottsdale, Arizona 85260","BelleSante",Arizona,Scottsdale,85260,,
NCT06469398,"Bellaire Dermatology Associates, Bellaire, Texas 77401",Bellaire Dermatology Associates,Texas,Bellaire,77401,,
NCT06477172,"Behr Laser & Skin Care Center, Fresno, California 93720",Behr Laser & Skin Care Center,California,Fresno,93720,,
NCT00585715,"Beckman Laser Institute, Irvine, California 92697",Beckman Laser Institute,California,Irvine,92697,,
NCT00585247,"Beckman Laser Institute Medical and Surgical Cilnic, Irvine, California 92612",Beckman Laser Institute Medical and Surgical Cilnic,California,Irvine,92612,,
NCT01787461,"Baumann Cosmetic and Research Institute, Miami, Florida 33137",Baumann Cosmetic and Research Institute,Florida,Miami,33137,,
NCT02748928,"Baumann Cosmetic and Research Institute, Inc, Miami, Florida 33137","Baumann Cosmetic and Research Institute, Inc",Florida,Miami,33137,,
NCT06477172,"Bauman Medical, Boca Raton, Florida 33432","Bauman Medical",Florida,Boca Raton,33432,,
NCT05365360,"Banner University Dermatology, Tucson, Arizona 85719",Banner University Dermatology,Arizona,Tucson,85719,,
NCT06436261,"AYA™ Medical Spa, Atlanta, Georgia 30305","AYA™ Medical Spa",Georgia,Atlanta,30305,,
NCT05372419,"Axon Clinical Research, Inglewood, California 90301",Axon Clinical Research,California,Inglewood,90301,,
NCT02528552,"Axis Clinical Tirals, Los Angeles, California 90036",Axis Clinical Tirals,California,Los Angeles,90036,,
NCT05372419,"Avance Clinical Trials Inc, Laguna Niguel, California 92677",Avance Clinical Trials Inc,California,Laguna Niguel,92677,,
NCT06477172,"Austin Plastic Surgeon, Austin, Texas 78758",Austin Plastic Surgeon,Texas,Austin,78758,,
NCT02217228,"Austin Institute for Clinical Research, Pflugerville, Texas 78660","Austin Institute for Clinical Research",Texas,Pflugerville,78660,,
NCT06376110,"Austin Institute for Clinical Research, Inc., Pflugerville, Texas 78660","Austin Institute for Clinical Research, Inc.",Texas,Pflugerville,78660,,
NCT05932732,"Austin Institute for Clinical Research, Inc., Pflugerville, Texas 78660","Austin Institute for Clinical Research, Inc.",Texas,Pflugerville,78660,,
NCT05908825,"Austin Institute for Clinical Research, Inc., Pflugerville, Texas 78660","Austin Institute for Clinical Research, Inc.",Texas,Pflugerville,78660,,
NCT04738734,"Austin Institute for Clinical Research, Inc., Pflugerville, Texas 78550","Austin Institute for Clinical Research, Inc.",Texas,Pflugerville,78550,,
NCT05932732,"Austin Institute for Clinical Research, Inc., Houston, Texas 77056","Austin Institute for Clinical Research, Inc.",Texas,Houston,77056,,
NCT04738734,"Austin Institute for Clinical Research, Inc., Houston, Texas 77056","Austin Institute for Clinical Research, Inc.",Texas,Houston,77056,,
NCT03818555,"Austin Institute for Clinical Research - Pflugerville, Pflugerville, Texas 78660",Austin Institute for Clinical Research - Pflugerville,Texas,Pflugerville,78660,,
NCT03818555,"Austin Institute for Clinical Research - Central, Austin, Texas 78705",Austin Institute for Clinical Research - Central,Texas,Austin,78705,,
NCT06651476,"Atrium Health Wake Forest Baptist Medical Center, Winston-Salem, North Carolina 27157",Atrium Health Wake Forest Baptist Medical Center,North Carolina,Winston-Salem,27157,,
NCT03286283,"Atlanta Dermatology, Vein & Research Center, Alpharetta, Georgia 30022","Atlanta Dermatology, Vein & Research Center",Georgia,Alpharetta,30022,,
NCT00891774,"Atlanta Dermatology Vein & Research Center, Alpharetta, Georgia 30022",Atlanta Dermatology Vein & Research Center,Georgia,Alpharetta,30022,,
NCT05590585,"Atlanta Biomedical Clinical Research LLC, Atlanta, Georgia 30331",Atlanta Biomedical Clinical Research LLC,Georgia,Atlanta,30331,,
NCT04526275,"Artemis Clinical Research, San Diego, California 92109","Artemis Clinical Research",California,San Diego,92109,,
NCT01810484,"Art Plastic Surgery, Paramus, New Jersey 07652",Art Plastic Surgery,New Jersey,Paramus,07652,,
NCT05423873,"Art of Skin MD, Solana Beach, California 92075",Art of Skin MD,California,Solana Beach,92075,,
NCT05372419,"Arlington Research Center, Inc, Arlington, Texas 76011","Arlington Research Center, Inc",Texas,Arlington,76011,,
NCT02700204,"Arielle N. Kauvar,, New York, New York 10028","Arielle N. Kauvar,",New York,New York,10028,,
NCT02600104,"Arielle N. Kauvar, New York, New York 10028","Arielle N. Kauvar",New York,New York,10028,,
NCT05093569,"AMCR Institute, San Diego, California 92025",AMCR Institute,California,San Diego,92025,,
NCT06477172,"AM Facial Plastics, Beverly Hills, California 90211",AM Facial Plastics,California,Beverly Hills,90211,,
NCT01347879,"Altman Dermatology Associates, Arlington Heights, Illinois 60005",Altman Dermatology Associates,Illinois,Arlington Heights,60005,,
NCT06271993,"ALS Beauty and Personal Care, Torrance, California 90501",ALS Beauty and Personal Care,California,Torrance,90501,,
NCT06283173,"ALS Beauty and Personal Care, Torrance, California 90501","ALS Beauty and Personal Care",California,Torrance,90501,,
NCT05372419,"Allcutis Research, Inc., Beverly, Massachusetts 01915","Allcutis Research, Inc.",Massachusetts,Beverly,01915,,
NCT06477172,"AIEREM Aesthetics Spa & Plastic Surgery, Syosset, New York 11791",AIEREM Aesthetics Spa & Plastic Surgery,New York,Syosset,11791,,
NCT06477172,"AIEREM Aesthetics Spa & Plastic Surgery, Manhattan, New York 75231",AIEREM Aesthetics Spa & Plastic Surgery,New York,Manhattan,75231,,
NCT06477172,"AG Aesthetic Centre, Vancouver, Washington 98660",AG Aesthetic Centre,Washington,Vancouver,98660,,
NCT04540900,"Aesthetx, Campbell, California 95008",Aesthetx,California,Campbell,95008,,
NCT06477172,"Aesthetics By Dr. Lee, Granite Bay, California 95746","Aesthetics By Dr. Lee",California,Granite Bay,95746,,
NCT04185909,"Aesthetic Revolution Las Vegas, Las Vegas, Nevada 89148",Aesthetic Revolution Las Vegas,Nevada,Las Vegas,89148,,
NCT02098811,"Aesthetic Pavilion, Staten Island, New York 103206",Aesthetic Pavilion,New York,Staten Island,103206,,
NCT01842802,"Aesthetic Pavilion, Staten Island, New York 10306",Aesthetic Pavilion,New York,Staten Island,10306,,
NCT01113606,"Aesthetic and Plastic Surgery Institute, Greeley, Colorado 80634",Aesthetic and Plastic Surgery Institute,Colorado,Greeley,80634,,
NCT05372419,"Advanced Medical Research, Sandy Springs, Georgia 30328",Advanced Medical Research,Georgia,Sandy Springs,30328,,
NCT05590585,"Advanced Medical Research PC, Atlanta, Georgia 30328",Advanced Medical Research PC,Georgia,Atlanta,30328,,
NCT01292746,"Advanced Gynecology Specialists of Georgia, Evans, Georgia 30809",Advanced Gynecology Specialists of Georgia,Georgia,Evans,30809,,
NCT02765763,"Advanced Dermatology, LLC, Lincolnshire, Illinois 60069","Advanced Dermatology, LLC",Illinois,Lincolnshire,60069,,
NCT01113606,"Advanced Cosmetis Surgery, Greenville, South Carolina 29607",Advanced Cosmetis Surgery,South Carolina,Greenville,29607,,
NCT01437163,"Adolfo Fernandez-Obregon, MD, Hoboken, New Jersey 07030","Adolfo Fernandez-Obregon, MD",New Jersey,Hoboken,07030,,
NCT01347879,"ActivMed Practices & Research Inc, Haverhill, Massachusetts 10830",ActivMed Practices & Research Inc,Massachusetts,Haverhill,10830,,
NCT00594425,"Academic Dermatology Associates, Albuquerque, New Mexico 87106","Academic Dermatology Associates",New Mexico,Albuquerque,87106,,
NCT01147172,"Academic Dermatology Associates, Albuquerque, New Mexico 87106",Academic Dermatology Associates,New Mexico,Albuquerque,87106,,
NCT00673933,"Academic Dermatology Associates, Albuquerque, New Mexico 87106",Academic Dermatology Associates,New Mexico,Albuquerque,87106,,
NCT02898350,"AboutSkin, Dermatology and Derm Surgery PC, Englewood, Colorado 80113","AboutSkin, Dermatology and Derm Surgery PC",Colorado,Englewood,80113,,
NCT03793348,"AboutSkin Research, LLC, Greenwood Village, Colorado 80111","AboutSkin Research, LLC",Colorado,Greenwood Village,80111,,
NCT05123508,"AboutSkin Research, LLC, Greenwood Village, Colorado 80111","AboutSkin Research, LLC",Colorado,Greenwood Village,80111,,
NCT03115944,"AboutSkin Dermatology, Greenwood Village, Colorado 80111",AboutSkin Dermatology,Colorado,Greenwood Village,80111,,
NCT04738734,"AboutSkin Dermatology and DermSurgery, Greenwood Village, Colorado 80111",AboutSkin Dermatology and DermSurgery,Colorado,Greenwood Village,80111,,
NCT05423873,"About Skin, Greenwood Village, Colorado 80111",About Skin,Colorado,Greenwood Village,80111,,
NCT06032286,"Ablon Skin Institute, Manhattan Beach, California 90266","Ablon Skin Institute",California,Manhattan Beach,90266,,
NCT04545970,"Ablon Skin Institute Research Center, Manhattan Beach, California 90266",Ablon Skin Institute Research Center,California,Manhattan Beach,90266,,
NCT05332743,"Ablon Skin Institute and Research Center, Manhattan Beach, California 90266",Ablon Skin Institute and Research Center,California,Manhattan Beach,90266,,
NCT06936332,"Ablon Skin Institute and Research Center, Manhattan Beach, California 90266",Ablon Skin Institute and Research Center,California,Manhattan Beach,90266,,
NCT06920758,"Ablon Skin Institute and Research Center, Manhattan Beach, California 90266","Ablon Skin Institute and Research Center",California,Manhattan Beach,90266,,
NCT03206567,"Ablon Skin Institute & Research Center, Manhattan Beach, California 90266",Ablon Skin Institute & Research Center,California,Manhattan Beach,90266,,
NCT06043102,"Ablon Skin Institute & Research Center, Manhattan Beach, California 90266",Ablon Skin Institute & Research Center,California,Manhattan Beach,90266,,
NCT04048031,"Ablon Skin Institute & Research Center, Manhattan Beach, California 90266",Ablon Skin Institute & Research Center,California,Manhattan Beach,90266,,
NCT05879406,"Ablon Skin Institute & Research Center, Manhattan Beach, California 90266",Ablon Skin Institute & Research Center,California,Manhattan Beach,90266,,
NCT06571799,"Ablon Skin Institute & Research Center, Manhattan Beach, California 90266","Ablon Skin Institute & Research Center",California,Manhattan Beach,90266,,
NCT00981461,"Abe Marcadis, MD, Palm Beach, Florida","Abe Marcadis, MD",Florida,Palm Beach,nan,,
NCT00947219,"Abe Marcadis, M.D., West Palm Beach, Florida 33409","Abe Marcadis, M.D.",Florida,West Palm Beach,33409,,
NCT00947505,"Abe Marcadis, M.D., Palm Beach, Florida 33409","Abe Marcadis, M.D.",Florida,Palm Beach,33409,,
NCT02748928,"A Womans Touch Plastic Surgery, Louisville, Kentucky 40205",A Womans Touch Plastic Surgery,Kentucky,Louisville,40205,,
NCT02711618,"833 Northern Boulevard, Great Neck, New York 11021",833 Northern Boulevard,New York,Great Neck,11021,,
NCT01801826,"77 Plastic Surgery, San Francisco, California 943102",77 Plastic Surgery,California,San Francisco,943102,,
NCT01808742,"77 Plastic Surgery, San Francisco, California 94102",77 Plastic Surgery,California,San Francisco,94102,,
